HUPAC,WIF,WKHP,WKW,ENG,FER,NWLA,NWLK,OCCP,POBP,RELP,WRK,DIS,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,PUBCOV,target,domain
3,3,3,5,0,2,1,0,6,25,2,2,1,3,1,0,1,1,1,1,0,1
1,1,0,0,0,0,2,2,27,46,13,0,0,3,3,0,1,1,0,0,1,9
3,0,0,0,0,0,1,1,18,21,0,2,1,3,3,0,1,1,1,0,0,3
3,3,3,1,0,2,1,0,25,44,2,1,1,3,0,0,1,1,1,0,0,3
0,2,0,6,0,2,1,1,20,21,1,2,1,3,0,0,1,1,1,1,0,3
3,3,1,4,0,0,1,1,5,29,2,2,0,3,3,0,1,1,0,0,0,3
1,2,5,4,1,2,2,2,6,6,0,1,1,3,0,0,1,1,1,1,0,9
3,0,0,0,0,0,1,1,18,12,0,2,1,3,1,0,1,1,1,0,1,7
1,2,4,1,0,0,2,2,1,14,0,1,1,3,0,1,1,1,1,1,1,8
3,0,5,1,0,0,2,2,20,35,0,1,1,3,1,0,1,1,1,1,0,5
3,2,4,1,0,0,2,2,1,51,0,1,1,3,0,0,1,1,1,1,0,4
3,2,4,6,3,2,2,2,1,52,1,1,1,3,0,1,1,1,1,1,0,5
1,1,4,1,1,2,2,2,20,54,0,1,0,3,0,0,1,1,1,1,1,7
3,2,4,1,0,2,2,2,5,15,2,1,1,3,0,0,1,1,1,1,0,5
1,3,1,6,0,0,1,1,25,16,2,2,1,3,0,0,1,1,1,1,0,5
3,2,3,1,1,2,2,2,22,39,1,1,1,3,0,0,1,1,1,0,0,2
3,0,3,3,1,0,2,2,20,54,0,1,0,3,0,0,0,0,0,1,1,7
3,3,4,1,0,0,2,2,20,15,0,1,1,3,0,0,1,1,1,1,0,5
1,2,3,1,0,2,1,1,25,20,1,1,1,3,2,0,1,1,1,1,0,3
1,2,4,1,3,0,2,2,27,8,0,1,1,3,1,1,1,1,1,1,1,5
3,0,0,0,0,0,1,1,18,37,0,2,0,1,1,0,0,1,0,0,0,4
3,0,3,3,0,2,2,2,16,59,13,1,1,3,1,0,1,1,1,1,0,7
1,2,6,1,0,0,2,2,27,3,0,1,1,3,1,0,1,1,1,1,0,7
1,2,5,1,0,2,2,2,25,37,1,1,1,3,3,0,1,1,1,0,0,4
3,0,4,6,0,0,1,0,4,59,0,2,1,3,0,0,1,1,1,0,0,9
3,2,4,1,0,2,2,2,3,59,1,1,1,3,0,0,1,1,1,1,0,9
2,3,0,0,0,0,1,1,18,6,6,2,0,3,1,0,0,0,0,0,0,9
0,1,0,0,1,2,1,1,13,6,13,2,1,3,0,0,1,1,1,1,0,9
1,1,0,0,3,0,2,2,18,42,2,0,1,3,3,0,1,1,1,0,0,2
3,2,3,1,0,0,2,2,20,56,0,0,1,3,3,0,1,1,1,1,0,8
3,3,4,6,0,0,2,2,27,44,2,1,1,3,0,0,1,1,1,1,0,3
3,2,0,0,0,0,1,1,18,21,2,2,1,3,0,0,1,1,1,1,0,8
1,1,0,0,0,0,1,1,18,3,0,2,1,3,2,0,1,1,1,0,0,7
0,2,2,3,0,1,2,2,27,6,2,1,0,3,0,0,1,0,1,0,1,9
3,0,3,1,0,2,2,2,20,13,0,1,1,3,1,0,1,1,1,1,0,4
1,3,5,1,1,0,2,2,20,6,10,1,1,3,0,0,1,1,1,1,0,9
3,0,5,5,0,0,1,1,10,16,12,2,0,3,1,0,1,1,0,1,0,8
3,2,0,0,0,2,2,2,18,60,2,0,1,3,3,0,1,1,1,0,0,3
2,3,2,1,0,0,1,2,25,26,1,1,1,3,0,0,1,1,1,1,0,7
3,2,3,6,0,0,2,2,24,42,4,1,0,3,1,0,0,0,0,1,0,2
3,3,4,4,0,0,2,2,27,17,2,1,1,3,0,0,1,1,1,1,0,9
3,2,6,1,0,0,2,2,21,28,13,1,1,3,0,1,1,1,1,0,0,9
3,0,4,1,0,2,2,2,13,42,0,1,1,3,0,0,1,1,1,1,0,2
1,2,2,5,0,0,2,2,21,21,0,1,1,3,2,0,1,1,1,1,1,3
3,2,4,1,0,0,2,2,4,25,2,1,1,3,1,0,1,1,1,1,0,1
0,2,3,1,0,1,2,2,22,6,1,1,1,3,2,0,1,1,1,1,0,4
2,1,3,1,2,0,1,0,5,8,0,1,1,3,0,1,1,1,1,0,1,1
2,1,0,0,0,2,1,1,18,39,2,2,1,3,1,0,1,1,1,0,0,5
3,1,4,1,0,0,2,2,1,29,1,1,1,3,0,0,1,1,1,1,0,3
1,3,3,3,0,2,2,2,27,56,2,1,1,3,0,0,1,1,1,0,0,8
2,1,0,0,0,2,1,1,20,6,0,2,1,3,0,0,1,1,1,0,1,9
3,0,0,0,0,0,1,1,18,42,2,2,0,3,1,0,1,1,1,0,0,2
1,2,1,1,0,2,2,2,6,6,0,1,1,3,0,0,1,1,1,1,0,9
1,1,3,6,0,2,2,2,20,14,0,1,1,3,0,1,1,1,1,0,0,3
1,1,4,6,1,2,0,0,25,54,0,2,1,3,0,0,1,1,1,1,1,7
3,1,0,0,0,0,1,1,18,54,1,2,0,3,3,0,1,1,0,1,0,7
0,3,3,1,1,1,2,2,13,28,0,1,1,3,0,1,1,1,1,1,0,8
3,1,0,0,0,0,1,1,18,29,0,2,0,1,1,0,1,1,1,0,0,3
1,3,3,5,0,0,0,1,22,54,1,2,0,3,1,0,1,1,1,1,0,7
3,3,0,0,1,0,1,1,21,14,1,2,1,3,0,1,1,1,1,1,0,7
3,0,2,1,0,0,2,2,25,60,0,1,1,3,1,0,1,1,1,0,0,5
3,2,4,1,0,0,2,2,24,59,2,1,1,3,0,0,1,1,1,1,0,9
1,3,0,0,0,0,1,2,20,42,6,2,1,3,3,0,1,1,1,1,0,9
1,1,0,0,0,0,1,1,18,44,1,2,1,3,3,0,1,1,1,1,0,3
1,3,3,3,1,2,2,2,3,6,2,1,1,3,0,0,1,1,1,0,0,9
3,1,3,3,0,0,2,2,2,29,2,1,1,3,0,0,1,1,1,1,0,3
0,2,5,5,0,2,2,2,15,21,1,1,1,3,1,0,1,1,1,1,0,3
3,1,4,1,1,2,2,2,16,26,2,1,1,3,0,0,1,1,1,1,0,5
3,0,4,1,0,2,2,2,15,47,12,1,1,3,0,0,1,1,1,1,0,5
0,1,0,0,0,2,1,1,18,56,1,2,1,3,1,0,1,1,1,1,0,8
3,2,2,3,0,0,2,2,6,29,1,1,1,3,1,0,1,1,1,1,0,3
3,1,4,3,0,0,1,1,23,40,7,1,1,3,0,0,1,1,1,1,0,8
2,1,0,0,0,1,1,1,25,51,4,2,1,3,0,0,1,1,1,0,1,5
3,0,0,0,0,0,1,1,18,42,2,2,0,3,0,0,1,1,1,0,0,2
3,2,0,0,0,0,1,1,18,39,1,2,1,3,0,0,1,1,1,1,0,5
1,1,0,0,2,2,1,1,18,4,1,2,1,3,0,1,1,1,1,1,0,2
3,2,4,1,0,0,2,2,20,47,1,1,1,3,0,0,1,1,1,1,0,5
3,1,0,0,0,2,2,2,18,47,1,0,1,3,3,0,1,1,1,1,0,5
3,1,0,0,0,0,1,0,28,15,3,2,0,3,3,0,1,1,0,1,0,5
2,1,0,0,1,2,1,1,18,30,1,2,1,3,0,1,1,1,1,0,1,5
1,3,1,1,1,0,2,2,13,28,0,1,1,3,1,0,1,1,1,1,0,7
3,2,4,1,0,0,2,2,27,61,5,1,1,3,3,0,1,1,1,1,0,5
3,0,0,0,0,0,1,0,28,16,3,2,1,3,1,0,1,1,1,1,0,5
0,3,0,0,1,0,2,2,18,37,2,0,0,3,3,0,1,1,0,0,1,4
2,1,0,0,2,2,1,0,28,0,1,2,1,3,0,1,1,1,1,0,1,3
1,3,2,5,0,0,2,2,5,29,2,1,1,3,0,0,1,1,1,0,1,3
1,1,0,0,3,2,1,0,18,14,1,2,1,3,0,1,1,1,1,1,0,7
3,2,4,4,0,0,0,0,4,47,4,2,1,3,0,0,1,1,1,1,0,2
3,0,0,0,1,0,1,1,18,52,0,2,1,3,0,1,1,1,1,1,0,5
3,2,3,1,0,0,2,2,20,6,9,1,0,3,0,0,1,1,1,1,0,7
0,2,4,6,0,1,1,1,20,26,1,2,1,3,3,0,1,1,1,1,0,5
3,1,0,0,0,0,2,2,18,21,0,2,0,3,3,0,0,1,1,1,0,3
3,0,4,1,0,2,2,2,13,20,0,1,1,3,1,0,1,1,1,1,0,3
3,0,3,4,0,2,2,2,13,56,12,1,1,3,0,0,1,1,1,1,0,8
1,2,2,4,0,2,1,1,22,10,0,2,1,3,1,0,1,1,1,1,0,8
3,3,4,1,2,0,2,2,21,4,6,1,1,3,0,1,1,1,1,1,0,3
3,0,3,1,0,2,1,1,13,54,0,1,1,3,0,0,1,1,1,1,0,7
3,0,5,5,1,2,1,1,0,4,0,2,1,3,0,1,1,1,1,1,0,5
1,1,0,0,0,2,1,1,18,42,1,2,1,3,0,0,1,1,1,1,0,2
3,3,2,1,0,0,2,2,5,21,2,1,1,2,0,0,1,1,1,1,0,4
3,0,3,1,0,2,2,2,5,3,0,1,1,3,1,0,1,1,1,1,1,7
1,1,0,0,0,0,1,1,18,25,1,2,1,3,2,0,1,1,1,1,0,1
1,2,4,5,0,2,1,1,20,45,0,2,1,3,1,0,1,1,1,1,0,8
2,2,4,6,3,2,1,0,16,28,1,2,1,3,0,1,1,1,1,1,1,4
3,2,4,1,0,2,2,2,20,31,1,1,1,3,1,0,1,1,1,1,0,8
3,1,0,0,1,0,1,1,18,35,2,2,1,3,0,0,1,1,1,1,0,5
3,0,0,6,0,2,2,2,6,41,12,1,1,3,1,0,1,1,1,1,0,5
1,1,0,0,0,2,1,1,18,24,0,2,1,3,0,0,1,1,1,1,0,7
0,1,4,1,0,2,2,2,13,60,0,1,1,3,0,0,1,1,1,1,0,3
3,1,0,0,2,0,1,0,0,4,0,2,1,3,0,1,1,1,1,1,0,9
1,1,0,0,0,2,1,1,15,21,1,2,1,3,0,0,1,1,1,1,0,3
3,0,1,6,0,2,2,2,8,44,12,1,1,3,3,0,1,1,1,1,0,3
3,0,4,1,0,0,2,2,21,20,0,1,1,3,0,0,1,1,1,1,0,9
3,3,4,1,0,0,2,2,21,56,7,1,1,3,3,0,1,1,1,1,1,8
1,1,4,1,0,2,1,0,21,20,0,2,1,3,0,0,1,1,1,0,1,3
3,3,3,1,0,0,1,1,27,6,4,2,0,3,0,0,1,1,0,1,0,9
1,2,4,6,1,2,2,2,6,4,1,1,1,3,0,1,1,1,1,1,0,9
3,1,0,0,1,0,1,1,18,4,1,2,1,3,3,1,1,1,1,1,0,5
3,2,0,0,0,0,1,1,18,32,10,2,1,3,0,0,1,1,1,0,1,4
0,3,2,1,2,0,2,2,13,8,1,1,1,3,0,1,1,1,1,0,0,2
2,0,0,0,0,1,1,1,20,54,0,2,1,3,3,0,1,1,1,1,0,7
3,0,0,0,0,2,1,1,25,59,0,2,1,3,0,0,1,1,1,0,0,9
1,1,0,0,0,0,1,1,18,37,0,2,1,3,0,0,1,1,1,1,0,8
3,1,0,0,0,0,1,1,18,21,1,2,1,3,0,0,1,1,1,1,0,3
3,3,0,0,1,0,2,2,18,17,2,0,0,3,3,0,1,1,0,1,0,9
3,2,0,5,0,2,1,0,5,44,2,0,1,3,1,0,1,1,1,1,0,3
3,0,4,3,0,0,2,2,20,24,11,1,1,3,0,0,1,1,1,1,0,7
1,3,1,6,0,0,2,2,27,6,2,1,1,3,1,0,1,1,1,0,1,9
3,0,3,6,0,0,1,1,1,57,12,2,1,3,1,0,1,1,1,1,0,5
3,2,2,6,0,0,1,0,27,6,2,2,1,3,0,0,1,1,1,0,1,8
3,2,1,3,0,0,2,2,15,25,1,1,1,3,0,0,1,1,1,1,0,1
3,3,4,1,0,0,2,2,21,3,0,1,1,3,1,0,1,1,1,1,0,7
3,0,4,1,2,2,2,2,5,4,0,1,1,3,0,1,1,1,1,1,0,9
2,1,0,0,0,0,1,1,18,57,2,2,0,3,0,0,1,1,1,0,1,5
3,1,0,0,0,0,2,1,20,57,1,2,1,3,0,0,1,1,1,0,1,5
3,0,4,1,0,0,2,2,27,16,13,1,1,3,0,0,1,1,1,1,0,5
3,0,3,1,0,0,2,2,20,44,0,1,1,3,0,0,1,1,1,0,0,3
1,0,0,0,0,2,1,0,28,57,3,2,1,3,3,0,1,1,1,1,0,5
3,3,2,6,1,0,2,2,20,54,2,1,1,3,0,0,1,1,1,0,0,5
3,1,0,0,0,0,1,1,18,20,1,2,1,3,1,0,1,1,1,1,0,4
3,3,4,1,0,2,2,2,8,58,2,1,1,3,2,0,1,1,1,1,0,2
0,1,4,1,1,2,2,2,13,6,13,1,1,3,0,0,1,1,1,0,0,9
3,0,0,0,0,0,1,1,16,29,0,2,1,3,1,0,1,1,1,1,0,5
3,1,0,0,0,2,1,1,18,29,1,2,1,3,0,0,1,1,1,1,0,3
1,3,4,1,1,0,2,2,11,19,2,0,1,3,3,0,1,1,1,1,0,8
3,1,4,1,0,2,2,2,20,50,2,1,1,3,0,0,1,1,1,1,0,5
3,0,0,0,0,0,1,1,18,57,0,2,1,3,0,0,1,1,1,1,0,5
1,2,0,0,0,0,1,1,18,20,1,2,0,3,1,0,1,1,0,0,0,3
1,3,4,1,1,0,2,2,27,41,3,1,1,3,0,0,1,1,1,1,0,8
1,2,0,0,1,0,1,1,18,28,2,2,1,3,0,1,1,1,1,1,0,5
3,0,4,1,1,2,2,2,1,41,0,1,1,3,0,0,1,1,1,0,0,8
1,2,0,0,0,2,1,1,13,3,0,2,1,3,0,0,1,1,1,1,0,7
3,0,0,0,0,0,2,2,18,44,0,0,0,3,3,0,1,1,0,0,0,3
3,2,1,1,3,0,2,2,13,4,0,1,1,3,0,1,1,1,1,0,0,9
3,0,0,0,0,2,2,2,18,15,12,0,1,3,3,0,1,1,1,1,0,5
1,3,3,5,0,0,1,1,5,32,2,2,1,3,1,0,1,1,1,1,0,4
3,2,6,1,0,0,2,2,24,54,0,1,0,1,3,0,0,1,1,1,0,7
1,3,2,5,0,0,1,2,20,39,2,2,1,3,0,0,1,1,1,1,0,2
2,2,0,1,1,2,2,2,25,4,1,1,1,3,0,1,1,1,1,1,0,9
3,0,3,3,0,0,2,2,0,16,0,1,1,3,3,0,1,1,1,0,0,2
3,2,2,5,0,0,2,2,27,21,2,0,1,3,3,0,1,1,1,0,0,3
3,0,4,1,0,0,2,2,25,15,12,1,1,3,1,0,1,1,1,1,0,5
3,0,0,0,0,0,1,1,18,20,1,2,1,3,0,0,1,1,1,1,0,5
3,1,0,0,0,0,1,1,18,54,2,2,1,3,1,0,1,1,1,1,0,7
2,3,3,1,1,0,2,2,21,47,2,1,1,3,0,0,1,1,1,1,0,2
3,0,8,1,0,2,2,2,11,23,0,1,1,3,3,0,1,1,1,1,0,5
3,0,4,6,0,0,1,1,7,47,13,2,1,3,1,0,1,1,1,1,0,2
0,1,0,0,0,2,1,1,18,6,0,2,1,3,0,0,1,1,1,1,0,8
3,1,4,1,1,0,2,2,10,28,1,1,1,3,0,1,1,1,1,1,1,9
3,0,0,0,0,0,2,2,18,20,3,0,0,1,3,0,1,1,0,1,1,3
3,0,3,5,0,0,2,2,27,39,13,1,1,3,1,0,1,1,1,0,0,8
3,1,1,1,0,0,2,2,3,40,0,1,1,3,0,0,1,1,1,1,1,5
3,0,4,3,0,2,1,1,6,39,11,1,1,3,3,0,1,1,1,0,1,5
3,3,4,1,1,0,0,2,27,6,1,1,1,3,0,0,1,1,1,1,0,9
1,0,4,1,1,0,2,2,21,47,0,1,1,1,0,0,1,1,1,0,0,2
3,2,1,1,0,0,2,2,16,42,0,1,1,3,1,0,1,1,1,1,0,2
1,3,0,5,1,2,1,1,20,20,2,2,1,3,0,0,1,1,1,1,0,3
2,3,2,3,0,0,2,2,5,54,2,1,1,3,1,0,1,1,1,1,0,7
3,2,5,1,0,0,1,1,4,29,1,1,1,3,0,0,1,1,1,1,0,3
3,3,2,5,0,2,2,2,6,29,2,1,1,3,0,0,1,1,1,1,0,5
1,0,0,0,0,0,1,1,23,45,0,2,0,3,0,0,1,1,1,0,0,7
3,0,0,0,0,0,1,1,18,29,0,2,0,3,0,0,1,1,1,0,1,3
3,2,5,1,0,0,2,2,24,52,4,1,1,3,2,1,1,1,1,1,0,8
3,3,2,4,2,0,2,2,5,4,1,1,1,3,0,1,1,1,1,1,0,9
3,0,4,5,0,0,2,2,21,20,0,1,1,3,1,0,1,1,1,1,0,3
3,0,0,0,0,0,1,1,18,11,13,2,0,3,0,0,1,1,1,0,1,1
3,0,3,1,0,0,2,2,20,6,13,1,1,3,0,0,1,1,1,1,0,8
1,1,0,0,0,2,2,2,18,35,1,0,1,3,3,0,1,1,1,1,0,5
3,0,0,0,0,0,1,1,5,59,7,2,1,3,3,0,1,1,1,0,1,8
1,1,0,0,0,2,1,1,18,15,0,2,1,3,0,0,1,1,1,1,0,5
3,0,2,2,1,2,2,2,8,12,0,1,1,3,0,0,1,1,1,1,0,5
0,2,4,1,0,0,2,2,17,20,0,1,1,0,0,0,1,1,1,1,0,5
3,1,0,0,0,0,1,1,18,15,2,2,0,3,1,0,1,1,0,0,1,9
2,3,3,3,1,0,2,2,27,54,2,1,1,3,0,0,1,1,1,1,1,7
1,3,4,1,3,2,2,2,20,8,1,1,1,3,0,1,1,1,1,1,0,5
3,2,3,2,0,0,0,2,6,31,1,2,1,3,1,0,1,1,1,1,0,4
3,0,0,0,1,1,1,1,27,6,0,2,1,3,0,0,1,1,1,1,0,9
3,3,4,1,0,2,2,2,5,44,0,1,1,3,0,0,1,1,1,1,0,3
1,2,4,6,0,2,2,2,20,42,0,1,1,3,1,0,1,1,1,1,0,5
3,2,4,1,2,2,2,2,6,8,5,1,1,3,0,1,1,1,1,0,1,5
3,3,2,1,0,2,2,2,25,44,2,1,1,3,1,0,1,1,1,1,0,3
0,1,4,3,0,2,2,2,27,44,0,1,0,3,0,0,1,1,1,0,1,3
1,1,0,0,2,2,1,1,18,48,0,2,1,3,0,0,1,1,1,0,1,0
1,2,1,3,1,0,2,2,5,42,2,1,1,3,1,0,1,1,1,1,0,5
3,0,0,0,0,0,1,1,18,35,15,2,1,3,0,0,1,1,1,1,0,5
3,2,4,1,2,2,2,2,20,52,9,1,1,3,0,1,1,1,1,1,1,5
0,1,3,1,0,0,2,2,4,42,13,1,1,3,1,0,1,1,1,0,0,2
3,3,4,1,3,2,2,2,1,9,0,1,1,3,0,1,1,1,1,1,0,9
3,0,0,0,2,0,1,1,25,4,0,2,0,3,0,1,1,1,0,1,0,2
1,1,2,1,0,0,2,2,4,44,0,1,1,3,0,0,1,1,1,0,0,3
1,1,2,3,0,2,2,2,20,54,0,1,0,3,3,0,1,1,0,1,1,4
3,3,4,4,0,0,2,2,21,42,2,1,1,3,0,0,1,1,1,1,0,2
3,0,0,0,0,0,1,1,18,48,0,2,1,3,0,0,1,1,1,0,1,0
1,0,3,1,0,2,2,2,1,25,13,1,1,3,1,0,1,1,1,0,1,1
0,1,0,0,1,2,1,1,20,54,13,2,1,3,0,0,1,1,1,1,0,7
3,0,0,0,0,0,1,0,21,29,0,2,1,3,1,0,1,1,1,0,0,3
3,0,4,1,0,2,2,2,6,27,13,1,1,3,0,0,1,1,1,1,0,1
3,2,6,1,0,0,2,2,21,35,1,1,0,3,3,0,1,1,0,0,0,5
3,2,2,3,2,0,1,2,15,4,1,2,1,3,0,1,1,1,1,1,0,9
3,3,3,3,0,0,2,2,27,47,2,1,1,3,1,0,1,1,1,1,0,2
3,1,0,0,0,0,1,1,25,22,1,2,0,3,1,0,1,1,0,1,0,4
3,2,1,5,0,2,1,1,22,29,0,2,1,3,3,0,1,1,1,1,0,4
0,2,4,1,0,0,2,2,21,16,0,1,1,3,0,0,1,1,1,1,1,5
3,2,4,1,0,0,2,2,1,14,0,1,1,3,0,0,1,1,1,1,0,7
0,3,3,1,1,2,2,2,25,6,2,1,1,3,0,0,1,1,1,1,0,9
3,2,4,1,0,2,2,2,20,54,1,1,1,3,0,0,1,1,1,1,0,2
3,2,4,1,0,2,2,2,20,20,1,1,1,3,0,0,1,1,1,1,0,3
3,3,1,3,0,0,1,0,23,11,2,2,1,3,1,0,1,1,1,1,0,1
1,3,0,0,0,0,1,1,18,59,2,2,1,3,1,0,1,1,1,1,0,9
3,3,0,0,0,0,1,1,18,60,0,2,0,1,0,0,1,1,0,0,0,9
3,3,3,1,0,0,2,2,21,57,2,1,1,3,1,0,1,1,1,1,0,3
3,0,0,0,0,0,1,0,27,59,13,2,1,3,0,0,1,1,1,1,1,9
3,3,4,1,0,0,1,0,3,47,1,1,0,3,0,0,1,1,1,1,0,2
3,0,0,0,0,0,1,1,18,25,0,2,0,3,0,0,1,1,0,0,1,1
1,1,3,1,4,0,2,2,27,28,0,1,1,3,0,1,1,1,1,1,0,9
3,2,0,0,2,2,2,2,6,6,2,2,1,3,3,0,1,1,1,1,0,9
2,1,5,1,0,2,0,1,5,0,1,1,1,3,0,1,1,1,1,1,1,5
1,2,0,0,1,2,1,1,18,52,0,2,1,3,0,1,1,1,1,1,0,2
3,0,0,0,0,0,1,1,18,54,1,2,1,3,3,0,1,1,1,0,0,7
2,1,0,0,3,2,1,1,18,0,0,2,1,3,0,1,1,1,1,0,1,9
3,2,4,1,0,0,2,2,22,18,1,1,1,3,0,0,1,1,1,1,0,4
3,0,3,1,0,0,2,2,13,40,0,1,1,3,0,0,1,1,1,1,0,8
3,2,0,0,0,0,1,1,6,6,2,2,1,3,0,0,1,1,1,1,0,9
1,2,0,0,1,2,1,1,22,32,9,2,0,3,1,0,1,1,1,1,0,4
1,2,0,0,0,2,1,1,18,37,0,2,1,3,0,0,1,1,1,1,0,8
0,2,1,1,0,1,2,2,6,56,0,1,1,3,1,0,1,1,1,1,0,8
3,2,2,3,0,0,2,2,27,24,0,1,1,3,0,0,1,1,1,1,0,7
3,0,3,1,0,2,2,2,20,15,15,1,1,3,0,0,1,1,1,1,1,5
3,3,0,0,4,2,1,1,18,28,1,2,1,3,0,1,1,1,1,1,0,7
3,1,6,1,0,0,2,2,24,15,0,1,1,0,1,0,1,1,1,1,0,5
0,2,3,6,0,2,1,1,27,47,1,2,1,3,3,0,1,1,1,1,0,5
0,3,4,1,0,2,2,2,23,20,2,1,1,3,0,0,1,1,1,1,1,3
3,0,0,0,0,0,1,1,18,50,12,2,0,3,3,0,1,1,0,0,0,5
1,0,0,0,0,0,1,1,16,32,0,2,0,3,1,0,1,1,1,0,1,4
2,3,2,1,0,1,2,2,27,38,0,1,1,3,0,0,1,1,1,0,1,1
1,3,4,1,0,0,2,0,27,20,2,2,1,3,0,0,1,1,1,1,0,3
3,0,3,1,3,0,2,2,27,0,12,1,1,3,0,1,1,1,1,0,0,9
2,1,0,0,0,0,1,1,18,54,1,2,1,3,0,0,1,1,1,1,1,7
3,3,4,1,1,2,2,2,13,6,2,1,1,3,0,0,1,1,1,0,0,9
3,1,4,1,0,0,1,1,21,6,1,1,1,1,1,0,1,1,1,1,0,4
1,2,2,1,1,2,2,2,15,5,0,1,1,3,0,0,1,1,1,1,0,8
1,1,0,0,0,2,1,1,25,47,0,2,1,3,0,0,1,1,1,1,0,2
1,2,2,6,0,0,1,0,24,42,1,2,1,3,1,0,1,1,1,1,0,2
0,1,3,1,4,2,2,2,1,28,0,1,1,3,0,1,1,1,1,1,1,8
3,1,4,1,0,2,2,2,13,8,1,1,1,3,0,1,1,1,1,1,0,5
3,0,4,1,0,0,2,2,20,32,0,1,0,3,0,0,1,1,1,0,0,4
3,0,5,6,0,0,2,2,5,6,0,1,1,3,0,0,1,1,1,1,0,9
1,3,4,6,0,2,2,2,6,15,2,0,1,3,3,0,1,1,1,1,0,7
3,2,3,1,0,0,2,2,20,6,1,1,1,3,0,0,1,1,1,1,0,8
3,0,4,1,1,2,2,2,20,54,0,0,1,3,3,0,1,1,1,1,0,7
3,1,0,0,0,0,1,1,5,44,1,2,1,3,0,0,1,1,1,1,0,3
3,2,3,6,0,2,2,2,1,16,0,1,1,3,0,0,1,1,1,0,1,3
3,3,4,1,0,0,2,2,7,25,2,0,1,3,3,0,1,1,1,1,0,1
0,0,4,1,2,0,2,2,27,48,13,1,1,3,0,0,1,1,1,0,1,2
3,2,1,4,0,0,2,2,20,35,0,1,1,1,0,0,1,1,1,1,0,5
1,1,0,0,4,2,2,1,10,28,1,2,1,3,0,1,1,1,1,1,1,9
3,1,0,0,0,2,1,1,18,54,1,2,1,3,0,0,1,1,1,1,0,7
0,3,4,1,0,0,2,2,4,15,13,1,1,3,1,0,1,1,1,1,1,5
3,0,4,1,0,2,2,2,20,29,0,1,1,3,1,0,1,1,1,1,0,3
1,2,3,1,0,0,2,2,5,6,1,1,1,3,0,0,1,1,1,0,0,9
2,1,4,1,0,2,2,2,15,24,2,1,1,3,0,0,1,1,1,0,1,7
1,3,4,1,3,0,2,2,27,9,5,1,1,3,0,1,1,1,1,1,0,5
3,2,2,2,2,2,2,2,23,9,1,1,1,3,0,1,1,1,1,1,0,1
3,0,4,4,0,0,2,2,4,44,0,0,1,3,3,0,1,1,1,1,0,3
1,3,3,6,1,2,2,2,25,6,2,1,0,3,0,0,1,0,0,1,0,9
3,1,4,1,0,0,2,2,25,57,0,1,1,3,3,0,1,1,1,1,1,5
2,1,0,0,0,0,1,1,18,24,10,2,1,3,0,0,1,1,1,0,1,7
1,3,3,1,1,0,1,1,5,6,2,1,1,3,1,0,1,1,1,1,0,7
1,0,0,0,0,0,1,1,18,47,0,2,1,3,3,0,1,1,1,0,1,8
2,0,0,0,1,1,1,1,25,9,13,2,1,3,0,1,1,1,1,0,1,5
2,1,0,0,0,2,1,1,18,57,1,2,1,3,0,0,1,1,1,1,0,2
2,1,3,1,0,2,2,2,13,11,0,1,1,3,1,0,1,1,1,0,1,1
3,1,3,6,0,0,2,2,1,16,2,1,1,3,0,0,1,1,1,1,0,5
3,2,0,0,1,0,1,1,18,4,1,2,1,3,0,1,1,1,1,1,0,9
3,2,2,1,0,0,2,2,25,3,0,1,1,3,0,0,1,1,1,1,0,7
3,2,6,1,2,2,2,2,1,52,6,1,1,3,0,1,1,1,1,1,0,5
1,3,0,5,1,2,2,2,25,6,1,0,1,3,3,0,1,1,1,0,0,9
1,1,4,1,0,2,2,2,6,24,12,1,1,3,0,0,1,1,1,1,0,7
0,0,0,0,0,2,1,1,18,25,0,2,0,3,0,0,1,1,0,0,1,1
3,2,1,6,0,0,2,2,27,21,2,1,0,3,3,0,0,1,1,1,0,3
3,0,0,0,0,2,1,1,18,15,2,2,1,3,1,0,1,1,1,1,1,5
3,3,0,6,3,0,1,1,27,4,10,2,1,3,0,1,1,1,1,1,0,7
3,0,0,0,0,0,1,1,18,21,0,2,0,3,1,0,1,1,1,0,0,3
1,1,0,0,2,2,1,1,18,14,1,2,1,3,0,1,1,1,1,1,0,1
3,1,0,0,0,0,1,1,20,47,1,2,1,3,1,0,1,1,1,1,0,2
3,2,2,1,1,2,2,2,25,54,2,1,1,3,1,0,1,1,1,1,0,7
3,2,1,1,0,0,2,2,20,29,1,1,1,3,3,0,1,1,1,1,0,3
1,1,0,0,0,0,1,1,18,26,1,2,1,3,0,0,1,1,1,1,0,7
2,2,0,0,4,2,1,1,18,28,0,2,1,3,0,1,1,1,1,1,1,8
2,2,4,1,0,0,2,2,24,35,1,1,1,3,0,0,1,1,1,1,0,5
1,3,0,0,1,2,1,1,18,39,2,2,1,3,0,0,1,1,1,1,1,5
3,2,4,1,0,0,2,2,9,32,1,1,1,3,3,0,1,1,1,1,0,4
1,2,7,1,0,0,2,2,4,27,1,1,1,1,0,0,1,1,1,0,1,1
3,3,0,0,0,0,1,1,18,42,2,2,1,3,0,0,1,1,1,0,0,2
3,3,3,3,0,0,2,2,6,15,1,1,1,3,0,0,1,1,1,1,0,5
